date,county,state,sid
2021/1/31,Warren,Tennessee,33880
2021/1/31,Washington,Tennessee,33881
2021/1/31,Wayne,Tennessee,33882
2021/1/31,Weakley,Tennessee,33883
2021/1/31,White,Tennessee,33884
2021/1/31,Williamson,Tennessee,33885
2021/1/31,Wilson,Tennessee,33886
2021/1/31,Accomack,Virginia,33887
2021/1/31,Albemarle,Virginia,33888
2021/1/31,Alexandria city,Virginia,33889
2021/1/31,Alleghany,Virginia,33890
2021/1/31,Amelia,Virginia,33891
2021/1/31,Amherst,Virginia,33892
2021/1/31,Appomattox,Virginia,33893
2021/1/31,Arlington,Virginia,33894
2021/1/31,Augusta,Virginia,33895
2021/1/31,Bath,Virginia,33896
2021/1/31,Bedford,Virginia,33897
2021/1/31,Bland,Virginia,33898
2021/1/31,Botetourt,Virginia,33899
2021/1/31,Bristol city,Virginia,33900
2021/1/31,Brunswick,Virginia,33901
2021/1/31,Buchanan,Virginia,33902
2021/1/31,Buckingham,Virginia,33903
2021/1/31,Buena Vista city,Virginia,33904
2021/1/31,Campbell,Virginia,33905
2021/1/31,Caroline,Virginia,33906
2021/1/31,Carroll,Virginia,33907
2021/1/31,Charles City,Virginia,33908
2021/1/31,Charlotte,Virginia,33909
2021/1/31,Charlottesville city,Virginia,33910
2021/1/31,Chesapeake city,Virginia,33911
2021/1/31,Chesterfield,Virginia,33912
2021/1/31,Clarke,Virginia,33913
2021/1/31,Colonial Heights city,Virginia,33914
2021/1/31,Covington city,Virginia,33915
2021/1/31,Craig,Virginia,33916
2021/1/31,Culpeper,Virginia,33917
2021/1/31,Cumberland,Virginia,33918
2021/1/31,Danville city,Virginia,33919
2021/1/31,Dickenson,Virginia,33920
2021/1/31,Dinwiddie,Virginia,33921
2021/1/31,Emporia city,Virginia,33922
2021/1/31,Essex,Virginia,33923
2021/1/31,Fairfax,Virginia,33924
2021/1/31,Fairfax city,Virginia,33925
2021/1/31,Falls Church city,Virginia,33926
2021/1/31,Fauquier,Virginia,33927
2021/1/31,Floyd,Virginia,33928
2021/1/31,Fluvanna,Virginia,33929
2021/1/31,Franklin,Virginia,33930
2021/1/31,Franklin city,Virginia,33931
2021/1/31,Frederick,Virginia,33932
2021/1/31,Fredericksburg city,Virginia,33933
2021/1/31,Galax city,Virginia,33934
2021/1/31,Giles,Virginia,33935
2021/1/31,Gloucester,Virginia,33936
2021/1/31,Goochland,Virginia,33937
2021/1/31,Grayson,Virginia,33938
2021/1/31,Greene,Virginia,33939
2021/1/31,Greensville,Virginia,33940
2021/1/31,Halifax,Virginia,33941
2021/1/31,Hampton city,Virginia,33942
2021/1/31,Hanover,Virginia,33943
2021/1/31,Harrisonburg city,Virginia,33944
2021/1/31,Henrico,Virginia,33945
2021/1/31,Henry,Virginia,33946
2021/1/31,Highland,Virginia,33947
2021/1/31,Hopewell city,Virginia,33948
2021/1/31,Isle of Wight,Virginia,33949
2021/1/31,James City,Virginia,33950
2021/1/31,King George,Virginia,33951
2021/1/31,King William,Virginia,33952
2021/1/31,King and Queen,Virginia,33953
2021/1/31,Lancaster,Virginia,33954
2021/1/31,Lee,Virginia,33955
2021/1/31,Lexington city,Virginia,33956
2021/1/31,Loudoun,Virginia,33957
2021/1/31,Louisa,Virginia,33958
2021/1/31,Lunenburg,Virginia,33959
2021/1/31,Lynchburg city,Virginia,33960
2021/1/31,Madison,Virginia,33961
2021/1/31,Manassas Park city,Virginia,33962
2021/1/31,Manassas city,Virginia,33963
2021/1/31,Martinsville city,Virginia,33964
2021/1/31,Mathews,Virginia,33965
2021/1/31,Mecklenburg,Virginia,33966
2021/1/31,Middlesex,Virginia,33967
2021/1/31,Montgomery,Virginia,33968
2021/1/31,Nelson,Virginia,33969
2021/1/31,New Kent,Virginia,33970
2021/1/31,Newport News city,Virginia,33971
2021/1/31,Norfolk city,Virginia,33972
2021/1/31,Northampton,Virginia,33973
2021/1/31,Northumberland,Virginia,33974
2021/1/31,Norton city,Virginia,33975
2021/1/31,Nottoway,Virginia,33976
2021/1/31,Orange,Virginia,33977
2021/1/31,Page,Virginia,33978
2021/1/31,Patrick,Virginia,33979
2021/1/31,Petersburg city,Virginia,33980
2021/1/31,Pittsylvania,Virginia,33981
2021/1/31,Poquoson city,Virginia,33982
2021/1/31,Portsmouth city,Virginia,33983
2021/1/31,Powhatan,Virginia,33984
2021/1/31,Prince Edward,Virginia,33985
2021/1/31,Prince George,Virginia,33986
2021/1/31,Prince William,Virginia,33987
2021/1/31,Pulaski,Virginia,33988
2021/1/31,Radford city,Virginia,33989
2021/1/31,Rappahannock,Virginia,33990
2021/1/31,Richmond,Virginia,33991
2021/1/31,Richmond city,Virginia,33992
2021/1/31,Roanoke,Virginia,33993
2021/1/31,Roanoke city,Virginia,33994
2021/1/31,Rockbridge,Virginia,33995
2021/1/31,Rockingham,Virginia,33996
2021/1/31,Russell,Virginia,33997
2021/1/31,Salem city,Virginia,33998
2021/1/31,Scott,Virginia,33999
2021/1/31,Shenandoah,Virginia,34000
2021/1/31,Smyth,Virginia,34001
2021/1/31,Southampton,Virginia,34002
2021/1/31,Spotsylvania,Virginia,34003
2021/1/31,Stafford,Virginia,34004
2021/1/31,Staunton city,Virginia,34005
2021/1/31,Suffolk city,Virginia,34006
2021/1/31,Surry,Virginia,34007
2021/1/31,Sussex,Virginia,34008
2021/1/31,Tazewell,Virginia,34009
2021/1/31,Virginia Beach city,Virginia,34010
2021/1/31,Warren,Virginia,34011
2021/1/31,Washington,Virginia,34012
2021/1/31,Waynesboro city,Virginia,34013
2021/1/31,Westmoreland,Virginia,34014
2021/1/31,Williamsburg city,Virginia,34015
2021/1/31,Winchester city,Virginia,34016
2021/1/31,Wise,Virginia,34017
2021/1/31,Wythe,Virginia,34018
2021/1/31,York,Virginia,34019
2021/1/31,Barbour,West Virginia,34020
2021/1/31,Berkeley,West Virginia,34021
2021/1/31,Boone,West Virginia,34022
2021/1/31,Braxton,West Virginia,34023
2021/1/31,Brooke,West Virginia,34024
2021/1/31,Cabell,West Virginia,34025
2021/1/31,Calhoun,West Virginia,34026
2021/1/31,Clay,West Virginia,34027
2021/1/31,Doddridge,West Virginia,34028
2021/1/31,Fayette,West Virginia,34029
2021/1/31,Gilmer,West Virginia,34030
2021/1/31,Grant,West Virginia,34031
2021/1/31,Greenbrier,West Virginia,34032
2021/1/31,Hampshire,West Virginia,34033
2021/1/31,Hancock,West Virginia,34034
2021/1/31,Hardy,West Virginia,34035
2021/1/31,Harrison,West Virginia,34036
2021/1/31,Jackson,West Virginia,34037
2021/1/31,Jefferson,West Virginia,34038
2021/1/31,Kanawha,West Virginia,34039
2021/1/31,Lewis,West Virginia,34040
2021/1/31,Lincoln,West Virginia,34041
2021/1/31,Logan,West Virginia,34042
2021/1/31,Marion,West Virginia,34043
2021/1/31,Marshall,West Virginia,34044
2021/1/31,Mason,West Virginia,34045
2021/1/31,McDowell,West Virginia,34046
2021/1/31,Mercer,West Virginia,34047
2021/1/31,Mineral,West Virginia,34048
2021/1/31,Mingo,West Virginia,34049
2021/1/31,Monongalia,West Virginia,34050
2021/1/31,Monroe,West Virginia,34051
2021/1/31,Morgan,West Virginia,34052
2021/1/31,Nicholas,West Virginia,34053
2021/1/31,Ohio,West Virginia,34054
2021/1/31,Pendleton,West Virginia,34055
2021/1/31,Pleasants,West Virginia,34056
2021/1/31,Pocahontas,West Virginia,34057
2021/1/31,Preston,West Virginia,34058
2021/1/31,Putnam,West Virginia,34059
2021/1/31,Raleigh,West Virginia,34060
2021/1/31,Randolph,West Virginia,34061
2021/1/31,Ritchie,West Virginia,34062
2021/1/31,Roane,West Virginia,34063
2021/1/31,Summers,West Virginia,34064
2021/1/31,Taylor,West Virginia,34065
2021/1/31,Tucker,West Virginia,34066
2021/1/31,Tyler,West Virginia,34067
2021/1/31,Upshur,West Virginia,34068
2021/1/31,Wayne,West Virginia,34069
2021/1/31,Webster,West Virginia,34070
2021/1/31,Wetzel,West Virginia,34071
2021/1/31,Wirt,West Virginia,34072
2021/1/31,Wood,West Virginia,34073
2021/1/31,Wyoming,West Virginia,34074
2021/2/1,Autauga,Alabama,34075
2021/2/1,Baldwin,Alabama,34076
2021/2/1,Barbour,Alabama,34077
2021/2/1,Bibb,Alabama,34078
2021/2/1,Blount,Alabama,34079
2021/2/1,Bullock,Alabama,34080
2021/2/1,Butler,Alabama,34081
2021/2/1,Calhoun,Alabama,34082
2021/2/1,Chambers,Alabama,34083
2021/2/1,Cherokee,Alabama,34084
2021/2/1,Chilton,Alabama,34085
2021/2/1,Choctaw,Alabama,34086
2021/2/1,Clarke,Alabama,34087
2021/2/1,Clay,Alabama,34088
2021/2/1,Cleburne,Alabama,34089
2021/2/1,Coffee,Alabama,34090
2021/2/1,Colbert,Alabama,34091
2021/2/1,Conecuh,Alabama,34092
2021/2/1,Coosa,Alabama,34093
2021/2/1,Covington,Alabama,34094
2021/2/1,Crenshaw,Alabama,34095
2021/2/1,Cullman,Alabama,34096
2021/2/1,Dale,Alabama,34097
2021/2/1,Dallas,Alabama,34098
2021/2/1,DeKalb,Alabama,34099
2021/2/1,Elmore,Alabama,34100
2021/2/1,Escambia,Alabama,34101
2021/2/1,Etowah,Alabama,34102
2021/2/1,Fayette,Alabama,34103
2021/2/1,Franklin,Alabama,34104
2021/2/1,Geneva,Alabama,34105
2021/2/1,Greene,Alabama,34106
2021/2/1,Hale,Alabama,34107
2021/2/1,Henry,Alabama,34108
2021/2/1,Houston,Alabama,34109
2021/2/1,Jackson,Alabama,34110
2021/2/1,Jefferson,Alabama,34111
2021/2/1,Lamar,Alabama,34112
2021/2/1,Lauderdale,Alabama,34113
2021/2/1,Lawrence,Alabama,34114
2021/2/1,Lee,Alabama,34115
2021/2/1,Limestone,Alabama,34116
2021/2/1,Lowndes,Alabama,34117
2021/2/1,Macon,Alabama,34118
2021/2/1,Madison,Alabama,34119
2021/2/1,Marengo,Alabama,34120
2021/2/1,Marion,Alabama,34121
2021/2/1,Marshall,Alabama,34122
2021/2/1,Mobile,Alabama,34123
2021/2/1,Monroe,Alabama,34124
2021/2/1,Montgomery,Alabama,34125
2021/2/1,Morgan,Alabama,34126
2021/2/1,Perry,Alabama,34127
2021/2/1,Pickens,Alabama,34128
2021/2/1,Pike,Alabama,34129
2021/2/1,Randolph,Alabama,34130
2021/2/1,Russell,Alabama,34131
2021/2/1,Shelby,Alabama,34132
2021/2/1,St. Clair,Alabama,34133
2021/2/1,Sumter,Alabama,34134
2021/2/1,Talladega,Alabama,34135
2021/2/1,Tallapoosa,Alabama,34136
2021/2/1,Tuscaloosa,Alabama,34137
2021/2/1,Walker,Alabama,34138
2021/2/1,Washington,Alabama,34139
2021/2/1,Wilcox,Alabama,34140
2021/2/1,Winston,Alabama,34141
2021/2/1,Kent,Delaware,34142
2021/2/1,New Castle,Delaware,34143
2021/2/1,Sussex,Delaware,34144
2021/2/1,Unknown,Delaware,34145
2021/2/1,Alachua,Florida,34146
2021/2/1,Baker,Florida,34147
2021/2/1,Bay,Florida,34148
2021/2/1,Bradford,Florida,34149
2021/2/1,Brevard,Florida,34150
2021/2/1,Broward,Florida,34151
2021/2/1,Calhoun,Florida,34152
2021/2/1,Charlotte,Florida,34153
2021/2/1,Citrus,Florida,34154
2021/2/1,Clay,Florida,34155
2021/2/1,Collier,Florida,34156
2021/2/1,Columbia,Florida,34157
2021/2/1,DeSoto,Florida,34158
2021/2/1,Dixie,Florida,34159
2021/2/1,Duval,Florida,34160
2021/2/1,Escambia,Florida,34161
2021/2/1,Flagler,Florida,34162
2021/2/1,Franklin,Florida,34163
2021/2/1,Gadsden,Florida,34164
2021/2/1,Gilchrist,Florida,34165
2021/2/1,Glades,Florida,34166
2021/2/1,Gulf,Florida,34167
2021/2/1,Hamilton,Florida,34168
2021/2/1,Hardee,Florida,34169
2021/2/1,Hendry,Florida,34170
2021/2/1,Hernando,Florida,34171
2021/2/1,Highlands,Florida,34172
2021/2/1,Hillsborough,Florida,34173
2021/2/1,Holmes,Florida,34174
2021/2/1,Indian River,Florida,34175
2021/2/1,Jackson,Florida,34176
2021/2/1,Jefferson,Florida,34177
2021/2/1,Lafayette,Florida,34178
2021/2/1,Lake,Florida,34179
2021/2/1,Lee,Florida,34180
2021/2/1,Leon,Florida,34181
2021/2/1,Levy,Florida,34182
2021/2/1,Liberty,Florida,34183
2021/2/1,Madison,Florida,34184
2021/2/1,Manatee,Florida,34185
2021/2/1,Marion,Florida,34186
2021/2/1,Martin,Florida,34187
2021/2/1,Miami-Dade,Florida,34188
2021/2/1,Monroe,Florida,34189
2021/2/1,Nassau,Florida,34190
2021/2/1,Okaloosa,Florida,34191
2021/2/1,Okeechobee,Florida,34192
2021/2/1,Orange,Florida,34193
2021/2/1,Osceola,Florida,34194
2021/2/1,Palm Beach,Florida,34195
2021/2/1,Pasco,Florida,34196
2021/2/1,Pinellas,Florida,34197
2021/2/1,Polk,Florida,34198
2021/2/1,Putnam,Florida,34199
2021/2/1,Santa Rosa,Florida,34200
2021/2/1,Sarasota,Florida,34201
2021/2/1,Seminole,Florida,34202
2021/2/1,St. Johns,Florida,34203
2021/2/1,St. Lucie,Florida,34204
2021/2/1,Sumter,Florida,34205
2021/2/1,Suwannee,Florida,34206
2021/2/1,Taylor,Florida,34207
2021/2/1,Union,Florida,34208
2021/2/1,Unknown,Florida,34209
2021/2/1,Volusia,Florida,34210
2021/2/1,Wakulla,Florida,34211
2021/2/1,Walton,Florida,34212
2021/2/1,Washington,Florida,34213
2021/2/1,Appling,Georgia,34214
2021/2/1,Atkinson,Georgia,34215
2021/2/1,Bacon,Georgia,34216
2021/2/1,Baker,Georgia,34217
2021/2/1,Baldwin,Georgia,34218
2021/2/1,Banks,Georgia,34219
2021/2/1,Barrow,Georgia,34220
2021/2/1,Bartow,Georgia,34221
2021/2/1,Ben Hill,Georgia,34222
2021/2/1,Berrien,Georgia,34223
2021/2/1,Bibb,Georgia,34224
2021/2/1,Bleckley,Georgia,34225
2021/2/1,Brantley,Georgia,34226
2021/2/1,Brooks,Georgia,34227
2021/2/1,Bryan,Georgia,34228
2021/2/1,Bulloch,Georgia,34229
2021/2/1,Burke,Georgia,34230
2021/2/1,Butts,Georgia,34231
2021/2/1,Calhoun,Georgia,34232
2021/2/1,Camden,Georgia,34233
2021/2/1,Candler,Georgia,34234
2021/2/1,Carroll,Georgia,34235
2021/2/1,Catoosa,Georgia,34236
2021/2/1,Charlton,Georgia,34237
2021/2/1,Chatham,Georgia,34238
2021/2/1,Chattahoochee,Georgia,34239
2021/2/1,Chattooga,Georgia,34240
2021/2/1,Cherokee,Georgia,34241
2021/2/1,Clarke,Georgia,34242
2021/2/1,Clay,Georgia,34243
2021/2/1,Clayton,Georgia,34244
2021/2/1,Clinch,Georgia,34245
2021/2/1,Cobb,Georgia,34246
2021/2/1,Coffee,Georgia,34247
2021/2/1,Colquitt,Georgia,34248
2021/2/1,Columbia,Georgia,34249
2021/2/1,Cook,Georgia,34250
2021/2/1,Coweta,Georgia,34251
2021/2/1,Crawford,Georgia,34252
2021/2/1,Crisp,Georgia,34253
2021/2/1,Dade,Georgia,34254
2021/2/1,Dawson,Georgia,34255
2021/2/1,DeKalb,Georgia,34256
2021/2/1,Decatur,Georgia,34257
2021/2/1,Dodge,Georgia,34258
2021/2/1,Dooly,Georgia,34259
2021/2/1,Dougherty,Georgia,34260
2021/2/1,Douglas,Georgia,34261
2021/2/1,Early,Georgia,34262
2021/2/1,Echols,Georgia,34263
2021/2/1,Effingham,Georgia,34264
2021/2/1,Elbert,Georgia,34265
2021/2/1,Emanuel,Georgia,34266
2021/2/1,Evans,Georgia,34267
2021/2/1,Fannin,Georgia,34268
2021/2/1,Fayette,Georgia,34269
2021/2/1,Floyd,Georgia,34270
2021/2/1,Forsyth,Georgia,34271
2021/2/1,Franklin,Georgia,34272
2021/2/1,Fulton,Georgia,34273
2021/2/1,Gilmer,Georgia,34274
2021/2/1,Glascock,Georgia,34275
2021/2/1,Glynn,Georgia,34276
2021/2/1,Gordon,Georgia,34277
2021/2/1,Grady,Georgia,34278
2021/2/1,Greene,Georgia,34279
2021/2/1,Gwinnett,Georgia,34280
2021/2/1,Habersham,Georgia,34281
2021/2/1,Hall,Georgia,34282
2021/2/1,Hancock,Georgia,34283
2021/2/1,Haralson,Georgia,34284
2021/2/1,Harris,Georgia,34285
2021/2/1,Hart,Georgia,34286
2021/2/1,Heard,Georgia,34287
2021/2/1,Henry,Georgia,34288
2021/2/1,Houston,Georgia,34289
2021/2/1,Irwin,Georgia,34290
2021/2/1,Jackson,Georgia,34291
2021/2/1,Jasper,Georgia,34292
2021/2/1,Jeff Davis,Georgia,34293
2021/2/1,Jefferson,Georgia,34294
2021/2/1,Jenkins,Georgia,34295
2021/2/1,Johnson,Georgia,34296
2021/2/1,Jones,Georgia,34297
2021/2/1,Lamar,Georgia,34298
2021/2/1,Lanier,Georgia,34299
2021/2/1,Laurens,Georgia,34300
2021/2/1,Lee,Georgia,34301
2021/2/1,Liberty,Georgia,34302
2021/2/1,Lincoln,Georgia,34303
2021/2/1,Long,Georgia,34304
2021/2/1,Lowndes,Georgia,34305
2021/2/1,Lumpkin,Georgia,34306
2021/2/1,Macon,Georgia,34307
2021/2/1,Madison,Georgia,34308
2021/2/1,Marion,Georgia,34309
2021/2/1,McDuffie,Georgia,34310
2021/2/1,McIntosh,Georgia,34311
2021/2/1,Meriwether,Georgia,34312
2021/2/1,Miller,Georgia,34313
2021/2/1,Mitchell,Georgia,34314
2021/2/1,Monroe,Georgia,34315
2021/2/1,Montgomery,Georgia,34316
2021/2/1,Morgan,Georgia,34317
2021/2/1,Murray,Georgia,34318
2021/2/1,Muscogee,Georgia,34319
2021/2/1,Newton,Georgia,34320
2021/2/1,Oconee,Georgia,34321
2021/2/1,Oglethorpe,Georgia,34322
2021/2/1,Paulding,Georgia,34323
2021/2/1,Peach,Georgia,34324
2021/2/1,Pickens,Georgia,34325
2021/2/1,Pierce,Georgia,34326
2021/2/1,Pike,Georgia,34327
2021/2/1,Polk,Georgia,34328
2021/2/1,Pulaski,Georgia,34329
2021/2/1,Putnam,Georgia,34330
2021/2/1,Quitman,Georgia,34331
2021/2/1,Rabun,Georgia,34332
2021/2/1,Randolph,Georgia,34333
2021/2/1,Richmond,Georgia,34334
2021/2/1,Rockdale,Georgia,34335
2021/2/1,Schley,Georgia,34336
2021/2/1,Screven,Georgia,34337
2021/2/1,Seminole,Georgia,34338
2021/2/1,Spalding,Georgia,34339
2021/2/1,Stephens,Georgia,34340
2021/2/1,Stewart,Georgia,34341
2021/2/1,Sumter,Georgia,34342
2021/2/1,Talbot,Georgia,34343
2021/2/1,Taliaferro,Georgia,34344
2021/2/1,Tattnall,Georgia,34345
2021/2/1,Taylor,Georgia,34346
2021/2/1,Telfair,Georgia,34347
2021/2/1,Terrell,Georgia,34348
2021/2/1,Thomas,Georgia,34349
2021/2/1,Tift,Georgia,34350
2021/2/1,Toombs,Georgia,34351
2021/2/1,Towns,Georgia,34352
2021/2/1,Treutlen,Georgia,34353
2021/2/1,Troup,Georgia,34354
2021/2/1,Turner,Georgia,34355
2021/2/1,Twiggs,Georgia,34356
2021/2/1,Union,Georgia,34357
2021/2/1,Unknown,Georgia,34358
2021/2/1,Upson,Georgia,34359
2021/2/1,Walker,Georgia,34360
2021/2/1,Walton,Georgia,34361
2021/2/1,Ware,Georgia,34362
2021/2/1,Warren,Georgia,34363
2021/2/1,Washington,Georgia,34364
2021/2/1,Wayne,Georgia,34365
2021/2/1,Webster,Georgia,34366
2021/2/1,Wheeler,Georgia,34367
2021/2/1,White,Georgia,34368
2021/2/1,Whitfield,Georgia,34369
2021/2/1,Wilcox,Georgia,34370
2021/2/1,Wilkes,Georgia,34371
2021/2/1,Wilkinson,Georgia,34372
2021/2/1,Worth,Georgia,34373
2021/2/1,Adair,Kentucky,34374
2021/2/1,Allen,Kentucky,34375
2021/2/1,Anderson,Kentucky,34376
2021/2/1,Ballard,Kentucky,34377
2021/2/1,Barren,Kentucky,34378
2021/2/1,Bath,Kentucky,34379
2021/2/1,Bell,Kentucky,34380
2021/2/1,Boone,Kentucky,34381
2021/2/1,Bourbon,Kentucky,34382
2021/2/1,Boyd,Kentucky,34383
2021/2/1,Boyle,Kentucky,34384
2021/2/1,Bracken,Kentucky,34385
2021/2/1,Breathitt,Kentucky,34386
2021/2/1,Breckinridge,Kentucky,34387
2021/2/1,Bullitt,Kentucky,34388
2021/2/1,Butler,Kentucky,34389
2021/2/1,Caldwell,Kentucky,34390
2021/2/1,Calloway,Kentucky,34391
2021/2/1,Campbell,Kentucky,34392
2021/2/1,Carlisle,Kentucky,34393
2021/2/1,Carroll,Kentucky,34394
2021/2/1,Carter,Kentucky,34395
2021/2/1,Casey,Kentucky,34396
2021/2/1,Christian,Kentucky,34397
2021/2/1,Clark,Kentucky,34398
2021/2/1,Clay,Kentucky,34399
2021/2/1,Clinton,Kentucky,34400
2021/2/1,Crittenden,Kentucky,34401
2021/2/1,Cumberland,Kentucky,34402
2021/2/1,Daviess,Kentucky,34403
2021/2/1,Edmonson,Kentucky,34404
2021/2/1,Elliott,Kentucky,34405
2021/2/1,Estill,Kentucky,34406
2021/2/1,Fayette,Kentucky,34407
2021/2/1,Fleming,Kentucky,34408
2021/2/1,Floyd,Kentucky,34409
2021/2/1,Franklin,Kentucky,34410
2021/2/1,Fulton,Kentucky,34411
2021/2/1,Gallatin,Kentucky,34412
2021/2/1,Garrard,Kentucky,34413
2021/2/1,Grant,Kentucky,34414
2021/2/1,Graves,Kentucky,34415
2021/2/1,Grayson,Kentucky,34416
2021/2/1,Green,Kentucky,34417
2021/2/1,Greenup,Kentucky,34418
2021/2/1,Hancock,Kentucky,34419
2021/2/1,Hardin,Kentucky,34420
2021/2/1,Harlan,Kentucky,34421
2021/2/1,Harrison,Kentucky,34422
2021/2/1,Hart,Kentucky,34423
2021/2/1,Henderson,Kentucky,34424
2021/2/1,Henry,Kentucky,34425
2021/2/1,Hickman,Kentucky,34426
2021/2/1,Hopkins,Kentucky,34427
2021/2/1,Jackson,Kentucky,34428
2021/2/1,Jefferson,Kentucky,34429
2021/2/1,Jessamine,Kentucky,34430
2021/2/1,Johnson,Kentucky,34431
2021/2/1,Kenton,Kentucky,34432
2021/2/1,Knott,Kentucky,34433
2021/2/1,Knox,Kentucky,34434
2021/2/1,Larue,Kentucky,34435
2021/2/1,Laurel,Kentucky,34436
2021/2/1,Lawrence,Kentucky,34437
2021/2/1,Lee,Kentucky,34438
2021/2/1,Leslie,Kentucky,34439
2021/2/1,Letcher,Kentucky,34440
2021/2/1,Lewis,Kentucky,34441
2021/2/1,Lincoln,Kentucky,34442
2021/2/1,Livingston,Kentucky,34443
2021/2/1,Logan,Kentucky,34444
2021/2/1,Lyon,Kentucky,34445
2021/2/1,Madison,Kentucky,34446
2021/2/1,Magoffin,Kentucky,34447
2021/2/1,Marion,Kentucky,34448
2021/2/1,Marshall,Kentucky,34449
2021/2/1,Martin,Kentucky,34450
2021/2/1,Mason,Kentucky,34451
2021/2/1,McCracken,Kentucky,34452
2021/2/1,McCreary,Kentucky,34453
2021/2/1,McLean,Kentucky,34454
2021/2/1,Meade,Kentucky,34455
2021/2/1,Menifee,Kentucky,34456
2021/2/1,Mercer,Kentucky,34457
2021/2/1,Metcalfe,Kentucky,34458
2021/2/1,Monroe,Kentucky,34459
2021/2/1,Montgomery,Kentucky,34460
2021/2/1,Morgan,Kentucky,34461
2021/2/1,Muhlenberg,Kentucky,34462
2021/2/1,Nelson,Kentucky,34463
2021/2/1,Nicholas,Kentucky,34464
2021/2/1,Ohio,Kentucky,34465
2021/2/1,Oldham,Kentucky,34466
2021/2/1,Owen,Kentucky,34467
2021/2/1,Owsley,Kentucky,34468
2021/2/1,Pendleton,Kentucky,34469
2021/2/1,Perry,Kentucky,34470
2021/2/1,Pike,Kentucky,34471
2021/2/1,Powell,Kentucky,34472
2021/2/1,Pulaski,Kentucky,34473
2021/2/1,Robertson,Kentucky,34474
2021/2/1,Rockcastle,Kentucky,34475
2021/2/1,Rowan,Kentucky,34476
2021/2/1,Russell,Kentucky,34477
2021/2/1,Scott,Kentucky,34478
2021/2/1,Shelby,Kentucky,34479
2021/2/1,Simpson,Kentucky,34480
2021/2/1,Spencer,Kentucky,34481
2021/2/1,Taylor,Kentucky,34482
2021/2/1,Todd,Kentucky,34483
2021/2/1,Trigg,Kentucky,34484
2021/2/1,Trimble,Kentucky,34485
2021/2/1,Union,Kentucky,34486
2021/2/1,Warren,Kentucky,34487
2021/2/1,Washington,Kentucky,34488
2021/2/1,Wayne,Kentucky,34489
2021/2/1,Webster,Kentucky,34490
2021/2/1,Whitley,Kentucky,34491
2021/2/1,Wolfe,Kentucky,34492
2021/2/1,Woodford,Kentucky,34493
2021/2/1,Allegany,Maryland,34494
2021/2/1,Anne Arundel,Maryland,34495
2021/2/1,Baltimore,Maryland,34496
2021/2/1,Baltimore city,Maryland,34497
2021/2/1,Calvert,Maryland,34498
2021/2/1,Caroline,Maryland,34499
2021/2/1,Carroll,Maryland,34500
2021/2/1,Cecil,Maryland,34501
2021/2/1,Charles,Maryland,34502
2021/2/1,Dorchester,Maryland,34503
2021/2/1,Frederick,Maryland,34504
2021/2/1,Garrett,Maryland,34505
2021/2/1,Harford,Maryland,34506
2021/2/1,Howard,Maryland,34507
2021/2/1,Kent,Maryland,34508
2021/2/1,Montgomery,Maryland,34509
2021/2/1,Prince Georges,Maryland,34510
2021/2/1,Queen Annes,Maryland,34511
2021/2/1,Somerset,Maryland,34512
2021/2/1,St. Marys,Maryland,34513
2021/2/1,Talbot,Maryland,34514
2021/2/1,Unknown,Maryland,34515
2021/2/1,Washington,Maryland,34516
2021/2/1,Wicomico,Maryland,34517
2021/2/1,Worcester,Maryland,34518
2021/2/1,Adams,Mississippi,34519
2021/2/1,Alcorn,Mississippi,34520
2021/2/1,Amite,Mississippi,34521
2021/2/1,Attala,Mississippi,34522
2021/2/1,Benton,Mississippi,34523
2021/2/1,Bolivar,Mississippi,34524
2021/2/1,Calhoun,Mississippi,34525
2021/2/1,Carroll,Mississippi,34526
2021/2/1,Chickasaw,Mississippi,34527
2021/2/1,Choctaw,Mississippi,34528
2021/2/1,Claiborne,Mississippi,34529
2021/2/1,Clarke,Mississippi,34530
2021/2/1,Clay,Mississippi,34531
2021/2/1,Coahoma,Mississippi,34532
2021/2/1,Copiah,Mississippi,34533
2021/2/1,Covington,Mississippi,34534
2021/2/1,DeSoto,Mississippi,34535
2021/2/1,Forrest,Mississippi,34536
2021/2/1,Franklin,Mississippi,34537
2021/2/1,George,Mississippi,34538
2021/2/1,Greene,Mississippi,34539
2021/2/1,Grenada,Mississippi,34540
2021/2/1,Hancock,Mississippi,34541
2021/2/1,Harrison,Mississippi,34542
2021/2/1,Hinds,Mississippi,34543
2021/2/1,Holmes,Mississippi,34544
2021/2/1,Humphreys,Mississippi,34545
2021/2/1,Issaquena,Mississippi,34546
2021/2/1,Itawamba,Mississippi,34547
2021/2/1,Jackson,Mississippi,34548
2021/2/1,Jasper,Mississippi,34549
2021/2/1,Jefferson,Mississippi,34550
2021/2/1,Jefferson Davis,Mississippi,34551
2021/2/1,Jones,Mississippi,34552
2021/2/1,Kemper,Mississippi,34553
2021/2/1,Lafayette,Mississippi,34554
2021/2/1,Lamar,Mississippi,34555
2021/2/1,Lauderdale,Mississippi,34556
2021/2/1,Lawrence,Mississippi,34557
2021/2/1,Leake,Mississippi,34558
2021/2/1,Lee,Mississippi,34559
2021/2/1,Leflore,Mississippi,34560
2021/2/1,Lincoln,Mississippi,34561
2021/2/1,Lowndes,Mississippi,34562
2021/2/1,Madison,Mississippi,34563
2021/2/1,Marion,Mississippi,34564
