date,county,state,cases,deaths,cid
2021/2/2,Marshall,West Virginia,2838,63,13353
2021/2/2,Mason,West Virginia,1671,31,13354
2021/2/2,McDowell,West Virginia,1265,13,13355
2021/2/2,Mercer,West Virginia,3937,91,13356
2021/2/2,Mineral,West Virginia,2510,75,13357
2021/2/2,Mingo,West Virginia,1944,21,13358
2021/2/2,Monongalia,West Virginia,7153,61,13359
2021/2/2,Monroe,West Virginia,887,11,13360
2021/2/2,Morgan,West Virginia,883,11,13361
2021/2/2,Nicholas,West Virginia,1063,11,13362
2021/2/2,Ohio,West Virginia,3415,63,13363
2021/2/2,Pendleton,West Virginia,583,4,13364
2021/2/2,Pleasants,West Virginia,775,15,13365
2021/2/2,Pocahontas,West Virginia,561,9,13366
2021/2/2,Preston,West Virginia,2433,38,13367
2021/2/2,Putnam,West Virginia,3872,68,13368
2021/2/2,Raleigh,West Virginia,4216,44,13369
2021/2/2,Randolph,West Virginia,2230,9,13370
2021/2/2,Ritchie,West Virginia,568,8,13371
2021/2/2,Roane,West Virginia,466,6,13372
2021/2/2,Summers,West Virginia,677,21,13373
2021/2/2,Taylor,West Virginia,1027,17,13374
2021/2/2,Tucker,West Virginia,460,7,13375
2021/2/2,Tyler,West Virginia,577,4,13376
2021/2/2,Upshur,West Virginia,1506,23,13377
2021/2/2,Wayne,West Virginia,2405,28,13378
2021/2/2,Webster,West Virginia,259,0,13379
2021/2/2,Wetzel,West Virginia,1014,19,13380
2021/2/2,Wirt,West Virginia,329,2,13381
2021/2/2,Wood,West Virginia,6563,110,13382
2021/2/2,Wyoming,West Virginia,1615,28,13383
2021/2/3,Autauga,Alabama,5753,71,13384
2021/2/3,Baldwin,Alabama,18418,228,13385
2021/2/3,Barbour,Alabama,1981,42,13386
2021/2/3,Bibb,Alabama,2321,52,13387
2021/2/3,Blount,Alabama,5768,105,13388
2021/2/3,Bullock,Alabama,1093,29,13389
2021/2/3,Butler,Alabama,1838,60,13390
2021/2/3,Calhoun,Alabama,12179,239,13391
2021/2/3,Chambers,Alabama,3233,80,13392
2021/2/3,Cherokee,Alabama,1718,36,13393
2021/2/3,Chilton,Alabama,3568,81,13394
2021/2/3,Choctaw,Alabama,538,24,13395
2021/2/3,Clarke,Alabama,3277,39,13396
2021/2/3,Clay,Alabama,1334,50,13397
2021/2/3,Cleburne,Alabama,1299,28,13398
2021/2/3,Coffee,Alabama,4983,73,13399
2021/2/3,Colbert,Alabama,5794,108,13400
2021/2/3,Conecuh,Alabama,1021,23,13401
2021/2/3,Coosa,Alabama,713,21,13402
2021/2/3,Covington,Alabama,3669,90,13403
2021/2/3,Crenshaw,Alabama,1329,48,13404
2021/2/3,Cullman,Alabama,8622,160,13405
2021/2/3,Dale,Alabama,4348,100,13406
2021/2/3,Dallas,Alabama,3253,120,13407
2021/2/3,DeKalb,Alabama,8184,146,13408
2021/2/3,Elmore,Alabama,8723,143,13409
2021/2/3,Escambia,Alabama,3583,52,13410
2021/2/3,Etowah,Alabama,12642,265,13411
2021/2/3,Fayette,Alabama,1867,43,13412
2021/2/3,Franklin,Alabama,3863,65,13413
2021/2/3,Geneva,Alabama,2292,57,13414
2021/2/3,Greene,Alabama,808,28,13415
2021/2/3,Hale,Alabama,1983,56,13416
2021/2/3,Henry,Alabama,1712,35,13417
2021/2/3,Houston,Alabama,9578,220,13418
2021/2/3,Jackson,Alabama,6275,77,13419
2021/2/3,Jefferson,Alabama,67639,1195,13420
2021/2/3,Lamar,Alabama,1253,29,13421
2021/2/3,Lauderdale,Alabama,8255,174,13422
2021/2/3,Lawrence,Alabama,2682,76,13423
2021/2/3,Lee,Alabama,14048,128,13424
2021/2/3,Limestone,Alabama,8793,113,13425
2021/2/3,Lowndes,Alabama,1250,39,13426
2021/2/3,Macon,Alabama,1308,39,13427
2021/2/3,Madison,Alabama,30103,345,13428
2021/2/3,Marengo,Alabama,2196,39,13429
2021/2/3,Marion,Alabama,2641,80,13430
2021/2/3,Marshall,Alabama,10860,172,13431
2021/2/3,Mobile,Alabama,33449,630,13432
2021/2/3,Monroe,Alabama,1603,25,13433
2021/2/3,Montgomery,Alabama,21157,402,13434
2021/2/3,Morgan,Alabama,13086,209,13435
2021/2/3,Perry,Alabama,1035,22,13436
2021/2/3,Pickens,Alabama,2117,40,13437
2021/2/3,Pike,Alabama,2768,48,13438
2021/2/3,Randolph,Alabama,1533,37,13439
2021/2/3,Russell,Alabama,3802,23,13440
2021/2/3,Shelby,Alabama,20501,175,13441
2021/2/3,St. Clair,Alabama,8263,175,13442
2021/2/3,Sumter,Alabama,942,28,13443
2021/2/3,Talladega,Alabama,6908,125,13444
2021/2/3,Tallapoosa,Alabama,3357,122,13445
2021/2/3,Tuscaloosa,Alabama,22731,321,13446
2021/2/3,Walker,Alabama,6192,202,13447
2021/2/3,Washington,Alabama,1483,29,13448
2021/2/3,Wilcox,Alabama,1155,22,13449
2021/2/3,Winston,Alabama,2386,45,13450
2021/2/3,Kent,Delaware,13031,213,13451
2021/2/3,New Castle,Delaware,44833,561,13452
2021/2/3,Sussex,Delaware,20940,356,13453
2021/2/3,Unknown,Delaware,178,0,13454
2021/2/3,Alachua,Florida,20922,176,13455
2021/2/3,Baker,Florida,3080,51,13456
2021/2/3,Bay,Florida,17112,296,13457
2021/2/3,Bradford,Florida,2672,46,13458
2021/2/3,Brevard,Florida,30026,663,13459
2021/2/3,Broward,Florida,175306,2125,13460
2021/2/3,Calhoun,Florida,1532,36,13461
2021/2/3,Charlotte,Florida,9848,304,13462
2021/2/3,Citrus,Florida,8778,354,13463
2021/2/3,Clay,Florida,15625,265,13464
2021/2/3,Collier,Florida,28139,413,13465
2021/2/3,Columbia,Florida,7297,143,13466
2021/2/3,DeSoto,Florida,3417,67,13467
2021/2/3,Dixie,Florida,1398,13,13468
2021/2/3,Duval,Florida,82963,945,13469
2021/2/3,Escambia,Florida,31410,538,13470
2021/2/3,Flagler,Florida,5392,73,13471
2021/2/3,Franklin,Florida,1246,10,13472
2021/2/3,Gadsden,Florida,5143,71,13473
2021/2/3,Gilchrist,Florida,1233,28,13474
2021/2/3,Glades,Florida,871,13,13475
2021/2/3,Gulf,Florida,1726,34,13476
2021/2/3,Hamilton,Florida,1511,18,13477
2021/2/3,Hardee,Florida,2605,24,13478
2021/2/3,Hendry,Florida,4072,57,13479
2021/2/3,Hernando,Florida,10077,349,13480
2021/2/3,Highlands,Florida,6583,267,13481
2021/2/3,Hillsborough,Florida,101910,1336,13482
2021/2/3,Holmes,Florida,2098,41,13483
2021/2/3,Indian River,Florida,9933,235,13484
2021/2/3,Jackson,Florida,5702,133,13485
2021/2/3,Jefferson,Florida,1315,22,13486
2021/2/3,Lafayette,Florida,1534,23,13487
2021/2/3,Lake,Florida,22180,443,13488
2021/2/3,Lee,Florida,53331,808,13489
2021/2/3,Leon,Florida,26837,239,13490
2021/2/3,Levy,Florida,2592,24,13491
2021/2/3,Liberty,Florida,998,14,13492
2021/2/3,Madison,Florida,1851,37,13493
2021/2/3,Manatee,Florida,28948,503,13494
2021/2/3,Marion,Florida,24844,607,13495
2021/2/3,Martin,Florida,9730,243,13496
2021/2/3,Miami-Dade,Florida,376551,4919,13497
2021/2/3,Monroe,Florida,5413,41,13498
2021/2/3,Nassau,Florida,7117,95,13499
2021/2/3,Okaloosa,Florida,17049,288,13500
2021/2/3,Okeechobee,Florida,3303,68,13501
2021/2/3,Orange,Florida,104620,981,13502
2021/2/3,Osceola,Florida,33993,379,13503
2021/2/3,Palm Beach,Florida,108583,2212,13504
2021/2/3,Pasco,Florida,30049,560,13505
2021/2/3,Pinellas,Florida,60322,1307,13506
2021/2/3,Polk,Florida,51297,979,13507
2021/2/3,Putnam,Florida,5521,103,13508
2021/2/3,Santa Rosa,Florida,15700,217,13509
2021/2/3,Sarasota,Florida,25064,638,13510
2021/2/3,Seminole,Florida,24510,382,13511
2021/2/3,St. Johns,Florida,18676,170,13512
2021/2/3,St. Lucie,Florida,19856,497,13513
2021/2/3,Sumter,Florida,7245,187,13514
2021/2/3,Suwannee,Florida,4887,118,13515
2021/2/3,Taylor,Florida,2523,35,13516
2021/2/3,Union,Florida,1670,70,13517
2021/2/3,Unknown,Florida,3340,0,13518
2021/2/3,Volusia,Florida,31565,540,13519
2021/2/3,Wakulla,Florida,2993,41,13520
2021/2/3,Walton,Florida,6482,69,13521
2021/2/3,Washington,Florida,2495,35,13522
2021/2/3,Appling,Georgia,2034,54,13523
2021/2/3,Atkinson,Georgia,955,15,13524
2021/2/3,Bacon,Georgia,1330,31,13525
2021/2/3,Baker,Georgia,208,6,13526
2021/2/3,Baldwin,Georgia,4015,93,13527
2021/2/3,Banks,Georgia,1609,29,13528
2021/2/3,Barrow,Georgia,8186,99,13529
2021/2/3,Bartow,Georgia,11505,168,13530
2021/2/3,Ben Hill,Georgia,1986,67,13531
2021/2/3,Berrien,Georgia,1553,35,13532
2021/2/3,Bibb,Georgia,13549,333,13533
2021/2/3,Bleckley,Georgia,1355,43,13534
2021/2/3,Brantley,Georgia,1417,25,13535
2021/2/3,Brooks,Georgia,1202,38,13536
2021/2/3,Bryan,Georgia,2789,26,13537
2021/2/3,Bulloch,Georgia,5878,78,13538
2021/2/3,Burke,Georgia,2211,44,13539
2021/2/3,Butts,Georgia,2424,64,13540
2021/2/3,Calhoun,Georgia,536,12,13541
2021/2/3,Camden,Georgia,3332,25,13542
2021/2/3,Candler,Georgia,879,44,13543
2021/2/3,Carroll,Georgia,9752,178,13544
2021/2/3,Catoosa,Georgia,4996,54,13545
2021/2/3,Charlton,Georgia,1252,23,13546
2021/2/3,Chatham,Georgia,18651,312,13547
2021/2/3,Chattahoochee,Georgia,2751,5,13548
2021/2/3,Chattooga,Georgia,2406,58,13549
2021/2/3,Cherokee,Georgia,24809,209,13550
2021/2/3,Clarke,Georgia,13218,96,13551
2021/2/3,Clay,Georgia,220,3,13552
2021/2/3,Clayton,Georgia,20001,318,13553
2021/2/3,Clinch,Georgia,863,20,13554
2021/2/3,Cobb,Georgia,63851,762,13555
2021/2/3,Coffee,Georgia,4970,124,13556
2021/2/3,Colquitt,Georgia,4118,76,13557
2021/2/3,Columbia,Georgia,14408,153,13558
2021/2/3,Cook,Georgia,1607,36,13559
2021/2/3,Coweta,Georgia,11529,122,13560
2021/2/3,Crawford,Georgia,577,12,13561
2021/2/3,Crisp,Georgia,1840,53,13562
2021/2/3,Dade,Georgia,1141,9,13563
2021/2/3,Dawson,Georgia,2624,28,13564
2021/2/3,DeKalb,Georgia,52262,671,13565
2021/2/3,Decatur,Georgia,2603,57,13566
2021/2/3,Dodge,Georgia,2021,87,13567
2021/2/3,Dooly,Georgia,927,34,13568
2021/2/3,Dougherty,Georgia,6713,253,13569
2021/2/3,Douglas,Georgia,12027,153,13570
2021/2/3,Early,Georgia,1054,44,13571
2021/2/3,Echols,Georgia,437,6,13572
2021/2/3,Effingham,Georgia,3691,48,13573
2021/2/3,Elbert,Georgia,2117,47,13574
2021/2/3,Emanuel,Georgia,2330,72,13575
2021/2/3,Evans,Georgia,846,17,13576
2021/2/3,Fannin,Georgia,2004,55,13577
2021/2/3,Fayette,Georgia,6905,114,13578
2021/2/3,Floyd,Georgia,10134,166,13579
2021/2/3,Forsyth,Georgia,17750,117,13580
2021/2/3,Franklin,Georgia,2396,35,13581
2021/2/3,Fulton,Georgia,78573,974,13582
2021/2/3,Gilmer,Georgia,2596,53,13583
2021/2/3,Glascock,Georgia,230,11,13584
2021/2/3,Glynn,Georgia,6969,152,13585
2021/2/3,Gordon,Georgia,6524,86,13586
2021/2/3,Grady,Georgia,1905,48,13587
2021/2/3,Greene,Georgia,1560,39,13588
2021/2/3,Gwinnett,Georgia,84807,790,13589
2021/2/3,Habersham,Georgia,4822,125,13590
2021/2/3,Hall,Georgia,24397,340,13591
2021/2/3,Hancock,Georgia,830,54,13592
2021/2/3,Haralson,Georgia,2296,65,13593
2021/2/3,Harris,Georgia,2117,40,13594
2021/2/3,Hart,Georgia,2099,46,13595
2021/2/3,Heard,Georgia,731,14,13596
2021/2/3,Henry,Georgia,19492,221,13597
2021/2/3,Houston,Georgia,12181,187,13598
2021/2/3,Irwin,Georgia,858,24,13599
2021/2/3,Jackson,Georgia,8440,111,13600
2021/2/3,Jasper,Georgia,1188,27,13601
2021/2/3,Jeff Davis,Georgia,1652,39,13602
2021/2/3,Jefferson,Georgia,1721,52,13603
2021/2/3,Jenkins,Georgia,780,37,13604
2021/2/3,Johnson,Georgia,1022,38,13605
2021/2/3,Jones,Georgia,1708,32,13606
2021/2/3,Lamar,Georgia,1746,41,13607
2021/2/3,Lanier,Georgia,692,10,13608
2021/2/3,Laurens,Georgia,5161,142,13609
2021/2/3,Lee,Georgia,2430,43,13610
2021/2/3,Liberty,Georgia,2800,41,13611
2021/2/3,Lincoln,Georgia,680,17,13612
2021/2/3,Long,Georgia,729,9,13613
2021/2/3,Lowndes,Georgia,10845,168,13614
2021/2/3,Lumpkin,Georgia,2650,47,13615
2021/2/3,Macon,Georgia,713,19,13616
2021/2/3,Madison,Georgia,2803,37,13617
2021/2/3,Marion,Georgia,468,11,13618
2021/2/3,McDuffie,Georgia,2116,35,13619
2021/2/3,McIntosh,Georgia,672,12,13620
2021/2/3,Meriwether,Georgia,1672,35,13621
2021/2/3,Miller,Georgia,728,7,13622
2021/2/3,Mitchell,Georgia,1858,71,13623
2021/2/3,Monroe,Georgia,2160,83,13624
2021/2/3,Montgomery,Georgia,819,20,13625
2021/2/3,Morgan,Georgia,1740,13,13626
2021/2/3,Murray,Georgia,4192,55,13627
2021/2/3,Muscogee,Georgia,13345,273,13628
2021/2/3,Newton,Georgia,8497,169,13629
2021/2/3,Oconee,Georgia,3352,52,13630
2021/2/3,Oglethorpe,Georgia,1310,17,13631
2021/2/3,Paulding,Georgia,12981,153,13632
2021/2/3,Peach,Georgia,2207,40,13633
2021/2/3,Pickens,Georgia,2803,53,13634
2021/2/3,Pierce,Georgia,2202,43,13635
2021/2/3,Pike,Georgia,1881,29,13636
2021/2/3,Polk,Georgia,4883,65,13637
2021/2/3,Pulaski,Georgia,820,33,13638
2021/2/3,Putnam,Georgia,1828,42,13639
2021/2/3,Quitman,Georgia,147,1,13640
2021/2/3,Rabun,Georgia,1500,36,13641
2021/2/3,Randolph,Georgia,558,31,13642
2021/2/3,Richmond,Georgia,20885,359,13643
2021/2/3,Rockdale,Georgia,5833,115,13644
2021/2/3,Schley,Georgia,280,2,13645
2021/2/3,Screven,Georgia,820,19,13646
2021/2/3,Seminole,Georgia,863,15,13647
2021/2/3,Spalding,Georgia,5074,133,13648
2021/2/3,Stephens,Georgia,2832,68,13649
2021/2/3,Stewart,Georgia,766,19,13650
2021/2/3,Sumter,Georgia,2280,85,13651
2021/2/3,Talbot,Georgia,419,13,13652
2021/2/3,Taliaferro,Georgia,107,0,13653
2021/2/3,Tattnall,Georgia,2034,47,13654
2021/2/3,Taylor,Georgia,720,21,13655
2021/2/3,Telfair,Georgia,1173,46,13656
2021/2/3,Terrell,Georgia,701,37,13657
2021/2/3,Thomas,Georgia,4022,100,13658
2021/2/3,Tift,Georgia,4523,106,13659
2021/2/3,Toombs,Georgia,3049,92,13660
2021/2/3,Towns,Georgia,1015,43,13661
2021/2/3,Treutlen,Georgia,767,21,13662
2021/2/3,Troup,Georgia,6574,170,13663
2021/2/3,Turner,Georgia,918,28,13664
2021/2/3,Twiggs,Georgia,578,27,13665
2021/2/3,Union,Georgia,1918,61,13666
2021/2/3,Unknown,Georgia,4023,9,13667
2021/2/3,Upson,Georgia,3060,101,13668
2021/2/3,Walker,Georgia,5836,72,13669
2021/2/3,Walton,Georgia,8575,171,13670
2021/2/3,Ware,Georgia,4363,122,13671
2021/2/3,Warren,Georgia,472,10,13672
2021/2/3,Washington,Georgia,1938,57,13673
2021/2/3,Wayne,Georgia,3044,68,13674
2021/2/3,Webster,Georgia,123,3,13675
2021/2/3,Wheeler,Georgia,593,21,13676
2021/2/3,White,Georgia,2886,64,13677
2021/2/3,Whitfield,Georgia,15216,178,13678
2021/2/3,Wilcox,Georgia,737,43,13679
2021/2/3,Wilkes,Georgia,938,20,13680
2021/2/3,Wilkinson,Georgia,821,21,13681
2021/2/3,Worth,Georgia,1623,52,13682
2021/2/3,Adair,Kentucky,1554,49,13683
2021/2/3,Allen,Kentucky,1593,21,13684
2021/2/3,Anderson,Kentucky,1488,12,13685
2021/2/3,Ballard,Kentucky,314,4,13686
2021/2/3,Barren,Kentucky,3563,39,13687
2021/2/3,Bath,Kentucky,706,14,13688
2021/2/3,Bell,Kentucky,2440,33,13689
2021/2/3,Boone,Kentucky,11495,62,13690
2021/2/3,Bourbon,Kentucky,1442,11,13691
2021/2/3,Boyd,Kentucky,4321,35,13692
2021/2/3,Boyle,Kentucky,2988,28,13693
2021/2/3,Bracken,Kentucky,459,3,13694
2021/2/3,Breathitt,Kentucky,849,4,13695
2021/2/3,Breckinridge,Kentucky,1009,5,13696
2021/2/3,Bullitt,Kentucky,5812,39,13697
2021/2/3,Butler,Kentucky,1209,18,13698
2021/2/3,Caldwell,Kentucky,1189,21,13699
2021/2/3,Calloway,Kentucky,3261,36,13700
2021/2/3,Campbell,Kentucky,7160,44,13701
2021/2/3,Carlisle,Kentucky,409,1,13702
2021/2/3,Carroll,Kentucky,822,10,13703
2021/2/3,Carter,Kentucky,1853,21,13704
2021/2/3,Casey,Kentucky,1180,33,13705
2021/2/3,Christian,Kentucky,5814,75,13706
2021/2/3,Clark,Kentucky,2200,16,13707
2021/2/3,Clay,Kentucky,2235,24,13708
2021/2/3,Clinton,Kentucky,1293,26,13709
2021/2/3,Crittenden,Kentucky,515,15,13710
2021/2/3,Cumberland,Kentucky,619,8,13711
2021/2/3,Daviess,Kentucky,8833,145,13712
2021/2/3,Edmonson,Kentucky,800,15,13713
2021/2/3,Elliott,Kentucky,906,1,13714
2021/2/3,Estill,Kentucky,899,0,13715
2021/2/3,Fayette,Kentucky,30165,196,13716
2021/2/3,Fleming,Kentucky,1015,13,13717
2021/2/3,Floyd,Kentucky,2775,20,13718
2021/2/3,Franklin,Kentucky,3269,26,13719
2021/2/3,Fulton,Kentucky,447,4,13720
2021/2/3,Gallatin,Kentucky,590,18,13721
2021/2/3,Garrard,Kentucky,1299,4,13722
2021/2/3,Grant,Kentucky,1884,12,13723
2021/2/3,Graves,Kentucky,3723,63,13724
2021/2/3,Grayson,Kentucky,1777,44,13725
2021/2/3,Green,Kentucky,1012,13,13726
2021/2/3,Greenup,Kentucky,3123,23,13727
2021/2/3,Hancock,Kentucky,742,14,13728
2021/2/3,Hardin,Kentucky,8105,75,13729
2021/2/3,Harlan,Kentucky,2260,55,13730
2021/2/3,Harrison,Kentucky,1376,6,13731
2021/2/3,Hart,Kentucky,1676,23,13732
2021/2/3,Henderson,Kentucky,4048,57,13733
2021/2/3,Henry,Kentucky,1103,6,13734
2021/2/3,Hickman,Kentucky,288,7,13735
2021/2/3,Hopkins,Kentucky,3635,121,13736
2021/2/3,Jackson,Kentucky,1117,27,13737
2021/2/3,Jefferson,Kentucky,68205,820,13738
2021/2/3,Jessamine,Kentucky,3766,48,13739
2021/2/3,Johnson,Kentucky,1597,18,13740
2021/2/3,Kenton,Kentucky,13592,112,13741
2021/2/3,Knott,Kentucky,899,14,13742
2021/2/3,Knox,Kentucky,2676,11,13743
2021/2/3,Larue,Kentucky,1090,8,13744
2021/2/3,Laurel,Kentucky,5258,19,13745
2021/2/3,Lawrence,Kentucky,1100,11,13746
2021/2/3,Lee,Kentucky,1135,18,13747
2021/2/3,Leslie,Kentucky,700,2,13748
2021/2/3,Letcher,Kentucky,1517,6,13749
2021/2/3,Lewis,Kentucky,1021,30,13750
2021/2/3,Lincoln,Kentucky,1941,30,13751
2021/2/3,Livingston,Kentucky,668,16,13752
2021/2/3,Logan,Kentucky,2257,46,13753
2021/2/3,Lyon,Kentucky,423,12,13754
2021/2/3,Madison,Kentucky,7831,57,13755
2021/2/3,Magoffin,Kentucky,814,1,13756
2021/2/3,Marion,Kentucky,1938,21,13757
2021/2/3,Marshall,Kentucky,2293,37,13758
2021/2/3,Martin,Kentucky,876,11,13759
2021/2/3,Mason,Kentucky,1269,26,13760
2021/2/3,McCracken,Kentucky,5341,59,13761
2021/2/3,McCreary,Kentucky,1574,20,13762
2021/2/3,McLean,Kentucky,793,25,13763
2021/2/3,Meade,Kentucky,1703,9,13764
2021/2/3,Menifee,Kentucky,354,10,13765
2021/2/3,Mercer,Kentucky,2201,15,13766
2021/2/3,Metcalfe,Kentucky,823,13,13767
2021/2/3,Monroe,Kentucky,1182,36,13768
2021/2/3,Montgomery,Kentucky,1999,22,13769
2021/2/3,Morgan,Kentucky,1919,0,13770
2021/2/3,Muhlenberg,Kentucky,2591,50,13771
2021/2/3,Nelson,Kentucky,4178,25,13772
2021/2/3,Nicholas,Kentucky,424,6,13773
2021/2/3,Ohio,Kentucky,2161,44,13774
2021/2/3,Oldham,Kentucky,6524,66,13775
2021/2/3,Owen,Kentucky,572,7,13776
2021/2/3,Owsley,Kentucky,365,10,13777
2021/2/3,Pendleton,Kentucky,854,1,13778
2021/2/3,Perry,Kentucky,2027,25,13779
2021/2/3,Pike,Kentucky,4646,46,13780
2021/2/3,Powell,Kentucky,909,0,13781
2021/2/3,Pulaski,Kentucky,5308,77,13782
2021/2/3,Robertson,Kentucky,180,10,13783
2021/2/3,Rockcastle,Kentucky,1227,12,13784
2021/2/3,Rowan,Kentucky,1754,8,13785
2021/2/3,Russell,Kentucky,1486,37,13786
2021/2/3,Scott,Kentucky,3542,24,13787
2021/2/3,Shelby,Kentucky,3959,33,13788
2021/2/3,Simpson,Kentucky,1541,21,13789
2021/2/3,Spencer,Kentucky,1334,5,13790
2021/2/3,Taylor,Kentucky,2411,29,13791
2021/2/3,Todd,Kentucky,953,20,13792
2021/2/3,Trigg,Kentucky,988,8,13793
2021/2/3,Trimble,Kentucky,534,3,13794
2021/2/3,Union,Kentucky,1212,11,13795
2021/2/3,Warren,Kentucky,13519,107,13796
2021/2/3,Washington,Kentucky,1187,24,13797
2021/2/3,Wayne,Kentucky,1960,39,13798
2021/2/3,Webster,Kentucky,1062,17,13799
2021/2/3,Whitley,Kentucky,3763,16,13800
2021/2/3,Wolfe,Kentucky,394,4,13801
2021/2/3,Woodford,Kentucky,1795,4,13802
2021/2/3,Allegany,Maryland,6219,189,13803
2021/2/3,Anne Arundel,Maryland,33208,481,13804
2021/2/3,Baltimore,Maryland,47768,1158,13805
2021/2/3,Baltimore city,Maryland,38215,823,13806
2021/2/3,Calvert,Maryland,3447,61,13807
2021/2/3,Caroline,Maryland,1904,17,13808
2021/2/3,Carroll,Maryland,7022,194,13809
2021/2/3,Cecil,Maryland,4786,111,13810
2021/2/3,Charles,Maryland,8128,146,13811
2021/2/3,Dorchester,Maryland,2113,36,13812
2021/2/3,Frederick,Maryland,15767,250,13813
2021/2/3,Garrett,Maryland,1801,58,13814
2021/2/3,Harford,Maryland,11485,213,13815
2021/2/3,Howard,Maryland,14710,207,13816
2021/2/3,Kent,Maryland,1058,37,13817
2021/2/3,Montgomery,Maryland,59483,1320,13818
2021/2/3,Prince Georges,Maryland,68518,1243,13819
2021/2/3,Queen Annes,Maryland,2387,35,13820
2021/2/3,Somerset,Maryland,2268,26,13821
2021/2/3,St. Marys,Maryland,4636,107,13822
2021/2/3,Talbot,Maryland,1716,24,13823
2021/2/3,Unknown,Maryland,0,46,13824
2021/2/3,Washington,Maryland,11524,230,13825
2021/2/3,Wicomico,Maryland,6403,130,13826
2021/2/3,Worcester,Maryland,3094,78,13827
2021/2/3,Adams,Mississippi,2228,72,13828
2021/2/3,Alcorn,Mississippi,2830,59,13829
2021/2/3,Amite,Mississippi,1070,30,13830
2021/2/3,Attala,Mississippi,2017,65,13831
2021/2/3,Benton,Mississippi,896,24,13832
2021/2/3,Bolivar,Mississippi,4353,111,13833
2021/2/3,Calhoun,Mississippi,1493,23,13834
2021/2/3,Carroll,Mississippi,1102,22,13835
2021/2/3,Chickasaw,Mississippi,1950,49,13836
2021/2/3,Choctaw,Mississippi,667,14,13837
2021/2/3,Claiborne,Mississippi,926,27,13838
2021/2/3,Clarke,Mississippi,1583,65,13839
2021/2/3,Clay,Mississippi,1733,45,13840
2021/2/3,Coahoma,Mississippi,2600,58,13841
2021/2/3,Copiah,Mississippi,2625,51,13842
2021/2/3,Covington,Mississippi,2332,73,13843
2021/2/3,DeSoto,Mississippi,18490,210,13844
2021/2/3,Forrest,Mississippi,6542,130,13845
2021/2/3,Franklin,Mississippi,726,19,13846
2021/2/3,George,Mississippi,2168,42,13847
2021/2/3,Greene,Mississippi,1185,31,13848
2021/2/3,Grenada,Mississippi,2315,74,13849
2021/2/3,Hancock,Mississippi,3179,67,13850
2021/2/3,Harrison,Mississippi,15412,234,13851
2021/2/3,Hinds,Mississippi,17748,358,13852
2021/2/3,Holmes,Mississippi,1768,69,13853
2021/2/3,Humphreys,Mississippi,881,25,13854
2021/2/3,Issaquena,Mississippi,163,6,13855
2021/2/3,Itawamba,Mississippi,2790,68,13856
2021/2/3,Jackson,Mississippi,11590,201,13857
2021/2/3,Jasper,Mississippi,1954,39,13858
2021/2/3,Jefferson,Mississippi,592,23,13859
2021/2/3,Jefferson Davis,Mississippi,938,31,13860
2021/2/3,Jones,Mississippi,7332,124,13861
2021/2/3,Kemper,Mississippi,844,21,13862
2021/2/3,Lafayette,Mississippi,5456,106,13863
2021/2/3,Lamar,Mississippi,5339,67,13864
2021/2/3,Lauderdale,Mississippi,6425,212,13865
2021/2/3,Lawrence,Mississippi,1133,18,13866
2021/2/3,Leake,Mississippi,2448,68,13867
2021/2/3,Lee,Mississippi,9323,150,13868
2021/2/3,Leflore,Mississippi,3220,114,13869
2021/2/3,Lincoln,Mississippi,3238,94,13870
2021/2/3,Lowndes,Mississippi,5761,130,13871
2021/2/3,Madison,Mississippi,9009,182,13872
2021/2/3,Marion,Mississippi,2386,75,13873
2021/2/3,Marshall,Mississippi,3738,81,13874
2021/2/3,Monroe,Mississippi,3840,118,13875
2021/2/3,Montgomery,Mississippi,1156,36,13876
2021/2/3,Neshoba,Mississippi,3587,162,13877
2021/2/3,Newton,Mississippi,2082,49,13878
2021/2/3,Noxubee,Mississippi,1178,27,13879
2021/2/3,Oktibbeha,Mississippi,4231,87,13880
2021/2/3,Panola,Mississippi,4047,87,13881
2021/2/3,Pearl River,Mississippi,3775,115,13882
2021/2/3,Perry,Mississippi,1092,32,13883
2021/2/3,Pike,Mississippi,2841,89,13884
2021/2/3,Pontotoc,Mississippi,3933,63,13885
2021/2/3,Prentiss,Mississippi,2607,56,13886
2021/2/3,Quitman,Mississippi,743,11,13887
2021/2/3,Rankin,Mississippi,11796,240,13888
2021/2/3,Scott,Mississippi,2769,58,13889
2021/2/3,Sharkey,Mississippi,480,17,13890
2021/2/3,Simpson,Mississippi,2518,76,13891
2021/2/3,Smith,Mississippi,1409,27,13892
2021/2/3,Stone,Mississippi,1615,28,13893
2021/2/3,Sunflower,Mississippi,3029,81,13894
2021/2/3,Tallahatchie,Mississippi,1637,37,13895
2021/2/3,Tate,Mississippi,2880,67,13896
2021/2/3,Tippah,Mississippi,2623,55,13897
2021/2/3,Tishomingo,Mississippi,2029,62,13898
2021/2/3,Tunica,Mississippi,926,22,13899
2021/2/3,Union,Mississippi,3727,68,13900
2021/2/3,Walthall,Mississippi,1194,38,13901
2021/2/3,Warren,Mississippi,3916,110,13902
2021/2/3,Washington,Mississippi,5042,125,13903
2021/2/3,Wayne,Mississippi,2324,40,13904
2021/2/3,Webster,Mississippi,1024,24,13905
2021/2/3,Wilkinson,Mississippi,607,25,13906
2021/2/3,Winston,Mississippi,2141,74,13907
